Timestep,MeanReward,RewardType,Algorithm,Environment,Seed,RunName,DemoName,NumDemos
55,2.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
56,2.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
57,2.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
58,3.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
59,4.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
60,4.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
61,5.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
62,6.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
63,6.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
64,7.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
65,7.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
66,7.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
67,7.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
68,7.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
69,8.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
70,9.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
71,9.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
72,10.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
73,10.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
74,11.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
75,11.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
76,12.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
77,12.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
78,12.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
79,12.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
80,13.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
81,14.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
82,14.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
83,14.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
84,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
85,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
86,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
87,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
88,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
89,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
90,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
91,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
92,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
93,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
94,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
95,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
96,15.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
97,16.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
98,16.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
99,16.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
100,16.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
101,17.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
102,17.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
103,18.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
104,18.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
105,18.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
106,18.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
107,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
108,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
109,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
110,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
111,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
112,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
113,19.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
114,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
115,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
116,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
117,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
118,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
119,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
120,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
121,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
122,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
123,20.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
124,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
125,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
126,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
127,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
128,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
129,21.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
130,22.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
131,22.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
132,22.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
133,23.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
134,24.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
135,24.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
136,24.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
137,24.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
138,24.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
139,25.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
140,26.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
141,26.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
142,26.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
143,26.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
144,27.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
145,28.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
146,28.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
147,29.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
148,29.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
149,29.0,sparse,MGAIL,Block Push - Image,seed_24,baseline_mgail_seed_24,demos-unknown,0
0,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
1,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
2,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
3,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
4,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
5,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
6,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
7,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
8,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
9,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
10,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
11,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
12,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
13,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
14,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
15,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
16,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
17,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
18,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
19,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
20,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
21,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
22,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
23,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
24,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
25,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
26,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
27,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
28,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
29,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
30,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
31,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
32,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
33,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
34,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
35,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
36,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
37,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
38,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
39,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
40,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
41,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
42,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
43,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
44,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
45,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
46,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
47,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
48,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
49,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
50,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
51,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
52,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
53,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
54,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
55,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
56,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
57,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
58,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
59,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
60,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
61,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
62,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
63,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
64,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
65,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
66,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
67,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
68,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
69,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
70,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
71,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
72,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
73,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
74,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
75,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
76,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
77,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
78,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
79,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
80,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
81,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
82,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
83,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
84,0.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
85,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
86,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
87,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
88,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
89,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
90,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
91,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
92,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
93,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
94,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
95,1.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
96,2.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
97,2.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
98,2.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
99,2.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
100,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
101,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
102,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
103,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
104,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
105,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
106,3.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
107,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
108,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
109,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
110,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
111,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
112,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
113,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
114,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
115,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
116,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
117,4.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
118,5.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
119,5.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
120,5.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
121,5.0,sparse,MGAIL,Block Push - Image,seed_83,baseline_mgail_seed_83,demos-unknown,0
